id,raceId,constructorId,grid,positionOrder,points,statusId
4254,218,21,8,7,0.0,1
4255,218,22,2,8,0.0,1
4256,218,15,13,9,0.0,1
4257,218,6,17,10,0.0,11
4258,218,25,19,11,0.0,11
4259,218,24,18,12,0.0,11
4260,218,21,9,13,0.0,12
4261,218,18,20,14,0.0,12
4262,218,20,14,15,0.0,12
4270,219,1,6,1,10.0,1
4271,219,22,1,2,6.0,1
4272,219,3,2,3,4.0,1
4273,219,17,3,4,3.0,1
4274,219,3,4,5,2.0,1
4275,219,6,9,6,1.0,1
4276,219,22,7,7,0.0,1
4277,219,6,10,8,0.0,1
4278,219,1,5,9,0.0,1
4279,219,20,16,10,0.0,1
4280,219,20,15,11,0.0,1
4281,219,15,18,12,0.0,11
4282,219,24,11,13,0.0,11
4283,219,18,22,14,0.0,13
4292,220,3,1,1,10.0,1
4293,220,1,10,2,6.0,1
4294,220,3,4,3,4.0,1
4295,220,17,14,4,3.0,1
4296,220,17,11,5,2.0,1
4297,220,6,9,6,1.0,1
4298,220,21,7,7,0.0,1
4299,220,15,12,8,0.0,1
4300,220,15,13,9,0.0,1
4301,220,22,18,10,0.0,11
4302,220,18,19,11,0.0,12
4303,220,25,20,12,0.0,12
4304,220,21,17,13,0.0,14
4305,220,24,5,14,0.0,20
4314,221,3,2,1,10.0,1
4315,221,22,10,2,6.0,1
4316,221,3,3,3,4.0,1
4317,221,22,7,4,3.0,1
4318,221,21,15,5,2.0,1
4319,221,20,11,6,1.0,1
4320,221,15,16,7,0.0,1
4321,221,21,13,8,0.0,1
4322,221,15,19,9,0.0,11
4323,221,25,20,10,0.0,11
4336,222,6,2,1,10.0,1
4337,222,3,6,2,6.0,1
4338,222,6,3,3,4.0,1
4339,222,1,4,4,3.0,1
4340,222,22,7,5,2.0,1
4341,222,15,8,6,1.0,1
4342,222,17,9,7,0.0,1
4343,222,22,5,8,0.0,1
4344,222,17,13,9,0.0,1
4345,222,1,11,10,0.0,5
4346,222,21,17,11,0.0,11
4347,222,21,16,12,0.0,11
4348,222,25,21,13,0.0,11
4358,223,1,5,1,10.0,1
4359,223,1,6,2,6.0,1
4360,223,3,1,3,4.0,1
4361,223,22,8,4,3.0,1
4362,223,6,7,5,2.0,1
4363,223,3,3,6,1.0,1
4364,223,20,9,7,0.0,1
4365,223,15,14,8,0.0,1
4366,223,24,11,9,0.0,1
4367,223,20,15,10,0.0,1
4368,223,17,17,11,0.0,11
4369,223,25,21,12,0.0,11
4370,223,22,10,13,0.0,11
4371,223,15,18,14,0.0,11
4372,223,18,20,15,0.0,11
4373,223,25,22,16,0.0,11
4374,223,18,19,17,0.0,11
4380,224,3,2,1,10.0,1
4381,224,3,1,2,6.0,1
4382,224,6,3,3,4.0,1
4383,224,22,7,4,3.0,1
4384,224,1,5,5,2.0,1
4385,224,25,10,6,1.0,11
4386,224,27,11,7,0.0,11
4387,224,15,9,8,0.0,11
4388,224,29,18,9,0.0,12
4389,224,27,20,10,0.0,12
4390,224,25,15,11,0.0,13
4402,225,3,1,1,10.0,1
4403,225,22,5,2,6.0,1
4404,225,6,4,3,4.0,11
4405,225,1,7,4,3.0,11
4406,225,25,11,5,2.0,11
4407,225,27,15,6,1.0,11
4408,225,6,10,7,0.0,11
4409,225,27,22,8,0.0,12
4410,225,25,16,9,0.0,12
4411,225,18,18,10,0.0,13
4412,225,28,19,11,0.0,14
4413,225,17,6,12,0.0,20
4424,226,3,1,1,10.0,1
4425,226,3,3,2,6.0,1
4426,226,22,4,3,4.0,1
4427,226,17,6,4,3.0,1
4428,226,6,10,5,2.0,1
4429,226,29,7,6,1.0,1
4430,226,1,9,7,0.0,1
4431,226,27,12,8,0.0,1
4432,226,15,17,9,0.0,11
4433,226,28,22,10,0.0,13
4446,227,3,2,1,10.0,1
4447,227,6,3,2,6.0,1
4448,227,1,6,3,4.0,1
4449,227,3,1,4,3.0,1
4450,227,17,5,5,2.0,1
4451,227,17,11,6,1.0,1
4452,227,15,12,7,0.0,1
4453,227,1,9,8,0.0,1
4454,227,22,8,9,0.0,1
4455,227,27,17,10,0.0,11
4456,227,29,20,11,0.0,12
4457,227,18,19,12,0.0,12
4458,227,18,18,13,0.0,12
4468,228,3,2,1,10.0,1
4469,228,6,1,2,6.0,1
4470,228,22,7,3,4.0,1
4471,228,6,6,4,3.0,1
4472,228,17,9,5,2.0,1
4473,228,22,5,6,1.0,11
4474,228,27,17,7,0.0,11
4475,228,1,11,8,0.0,5
4476,228,18,18,9,0.0,12
4477,228,28,21,10,0.0,14
4478,228,3,3,11,0.0,22
4490,229,27,14,1,10.0,1
4491,229,1,5,2,6.0,1
4492,229,15,13,3,4.0,1
4493,229,15,9,4,3.0,54
4494,229,25,11,5,2.0,4
4495,229,1,8,6,1.0,4
4496,229,6,7,7,0.0,4
4512,230,6,3,1,10.0,1
4513,230,22,4,2,6.0,1
4514,230,3,2,3,4.0,1
4515,230,15,11,4,3.0,11
4516,230,1,10,5,2.0,11
4517,230,27,17,6,1.0,12
4534,231,3,1,1,10.0,1
4535,231,3,2,2,6.0,1
4536,231,22,4,3,4.0,1
4537,231,1,10,4,3.0,1
4538,231,1,6,5,2.0,11
4539,231,17,9,6,1.0,11
4540,231,15,15,7,0.0,11
4541,231,18,16,8,0.0,12
4556,232,3,2,1,10.0,1
4557,232,3,6,2,6.0,1
4558,232,22,3,3,4.0,1
4559,232,22,4,4,3.0,1
4560,232,1,5,5,2.0,1
4561,232,1,7,6,1.0,11
4562,232,27,9,7,0.0,11
4563,232,17,8,8,0.0,11
4564,232,17,10,9,0.0,11
4565,232,25,13,10,0.0,12
4566,232,29,19,11,0.0,13
4567,232,18,18,12,0.0,13
4578,233,3,2,1,10.0,1
4579,233,22,7,2,6.0,1
4580,233,1,4,3,4.0,1
4581,233,17,6,4,3.0,1
4582,233,1,9,5,2.0,1
4583,233,17,8,6,1.0,11
4584,233,25,14,7,0.0,11
4585,233,15,11,8,0.0,11
4586,233,15,13,9,0.0,11
4587,233,29,15,10,0.0,11
4588,233,18,18,11,0.0,12
4600,234,3,1,1,10.0,1
4601,234,22,5,2,6.0,1
4602,234,3,6,3,4.0,1
4603,234,6,3,4,3.0,1
4604,234,1,7,5,2.0,1
4605,234,17,9,6,1.0,1
4606,234,27,12,7,0.0,1
4607,234,15,13,8,0.0,11
4608,234,25,15,9,0.0,11
4609,234,17,10,10,0.0,11
4610,234,29,19,11,0.0,11
4611,234,18,18,12,0.0,12
4612,234,22,2,13,0.0,5
4620,235,3,3,1,10.0,1
4621,235,3,2,2,6.0,1
4622,235,22,5,3,4.0,1
4623,235,1,7,4,3.0,11
4624,235,27,11,5,2.0,11
4625,235,17,13,6,1.0,12
4626,235,25,14,7,0.0,13
4627,235,29,18,8,0.0,13
4628,235,6,1,9,0.0,37
4629,235,18,20,10,0.0,20
4640,236,6,3,1,10.0,1
4641,236,3,1,2,6.0,1
4642,236,1,6,3,4.0,1
4643,236,22,7,4,3.0,1
4644,236,3,2,5,2.0,1
4645,236,22,5,6,1.0,1
4646,236,25,13,7,0.0,1
4647,236,25,17,8,0.0,1
4648,236,29,18,9,0.0,11
4649,236,18,19,10,0.0,11
4660,237,6,3,1,10.0,1
4661,237,22,6,2,6.0,1
4662,237,1,4,3,4.0,1
4663,237,17,9,4,3.0,1
4664,237,17,10,5,2.0,1
4665,237,27,14,6,1.0,11
4666,237,3,2,7,0.0,11
4667,237,29,15,8,0.0,11
4668,237,15,12,9,0.0,5
4669,237,25,16,10,0.0,12
4680,238,3,2,1,10.0,1
4681,238,3,1,2,6.0,1
4682,238,6,4,3,4.0,1
4683,238,22,3,4,3.0,1
4684,238,6,6,5,2.0,1
4685,238,22,5,6,1.0,1
4686,238,15,11,7,0.0,11
4687,238,15,12,8,0.0,11
4688,238,17,10,9,0.0,11
4689,238,27,15,10,0.0,11
4690,238,25,13,11,0.0,11
4691,238,25,14,12,0.0,12
4692,238,1,8,13,0.0,12
4693,238,29,17,14,0.0,13
4694,238,18,20,15,0.0,15
4695,238,18,19,16,0.0,15
4700,239,3,2,1,10.0,1
4701,239,6,3,2,6.0,1
4702,239,1,5,3,4.0,1
4703,239,22,4,4,3.0,1
4704,239,17,10,5,2.0,1
4705,239,15,7,6,1.0,1
4706,239,27,12,7,0.0,1
4707,239,1,8,8,0.0,1
4708,239,17,11,9,0.0,1
4709,239,15,13,10,0.0,1
4710,239,29,17,11,0.0,11
4711,239,18,18,12,0.0,12
4712,239,29,19,13,0.0,12
4720,240,22,2,1,10.0,1
4721,240,3,3,2,6.0,1
4722,240,6,5,3,4.0,11
4723,240,1,7,4,3.0,11
4724,240,6,6,5,2.0,11
4725,240,1,9,6,1.0,11
4726,240,25,12,7,0.0,12
4727,240,27,15,8,0.0,12
4728,240,30,22,9,0.0,16
4729,240,28,25,10,0.0,17
4746,241,3,2,1,10.0,1
4747,241,6,6,2,6.0,1
4748,241,22,3,3,4.0,1
4749,241,22,11,4,3.0,11
4750,241,15,9,5,2.0,12
4751,241,6,8,6,1.0,12
4752,241,27,18,7,0.0,12
4753,241,25,15,8,0.0,13
4754,241,31,20,9,0.0,14
4772,242,3,4,1,10.0,1
4773,242,6,5,2,6.0,1
4774,242,6,2,3,4.0,1
4775,242,3,3,4,3.0,1
4776,242,1,6,5,2.0,11
4777,242,15,14,6,1.0,11
4778,242,22,8,7,0.0,12
4779,242,17,7,8,0.0,12
4780,242,27,12,9,0.0,12
4781,242,1,9,10,0.0,12
4782,242,27,16,11,0.0,13
4783,242,18,18,12,0.0,14
4784,242,29,11,13,0.0,14
4785,242,18,20,14,0.0,14
4798,243,22,1,1,10.0,1
4799,243,22,7,2,6.0,1
4800,243,6,3,3,4.0,1
4801,243,3,5,4,3.0,1
4802,243,17,6,5,2.0,11
4803,243,27,15,6,1.0,11
4804,243,17,8,7,0.0,11
4805,243,15,12,8,0.0,11
4806,243,27,11,9,0.0,11
4807,243,25,13,10,0.0,11
4808,243,29,14,11,0.0,12
4809,243,31,16,12,0.0,12
4810,243,15,20,13,0.0,12
4811,243,18,19,14,0.0,13
4812,243,31,22,15,0.0,14
4824,244,22,2,1,10.0,1
4825,244,3,1,2,6.0,1
4826,244,6,4,3,4.0,1
4827,244,22,7,4,3.0,11
4828,244,1,10,5,2.0,11
4829,244,15,14,6,1.0,12
4830,244,18,18,7,0.0,12
4831,244,15,19,8,0.0,14
4832,244,29,13,9,0.0,14
4833,244,28,22,10,0.0,16
4850,245,6,5,1,10.0,1
4851,245,17,9,2,6.0,1
4852,245,17,8,3,4.0,1
4853,245,27,11,4,3.0,1
4854,245,22,1,5,2.0,1
4855,245,29,13,6,1.0,11
4856,245,25,15,7,0.0,11
4857,245,18,19,8,0.0,11
4858,245,29,22,9,0.0,12
4859,245,27,14,10,0.0,4
4860,245,6,4,11,0.0,4
4874,246,22,2,1,10.0,1
4875,246,3,1,2,6.0,1
4876,246,3,3,3,4.0,1
4877,246,27,9,4,3.0,1
4878,246,6,4,5,2.0,1
4879,246,17,5,6,1.0,11
4880,246,1,8,7,0.0,11
4881,246,27,6,8,0.0,11
4882,246,17,11,9,0.0,11
4883,246,15,12,10,0.0,11
4884,246,1,13,11,0.0,12
4885,246,6,7,12,0.0,12
4886,246,18,17,13,0.0,13
4887,246,29,16,14,0.0,13
4888,246,25,14,15,0.0,13
4889,246,28,24,16,0.0,16
4898,247,22,5,1,10.0,1
4899,247,6,6,2,6.0,1
4900,247,3,3,3,4.0,1
4901,247,27,13,4,3.0,1
4902,247,1,10,5,2.0,1
4903,247,15,12,6,1.0,11
4904,247,18,15,7,0.0,11
4905,247,25,23,8,0.0,11
4906,247,15,16,9,0.0,11
4907,247,18,18,10,0.0,11
4908,247,17,9,11,0.0,4
4909,247,30,21,12,0.0,13
4922,248,22,2,1,10.0,1
4923,248,3,3,2,6.0,1
4924,248,6,4,3,4.0,1
4925,248,22,9,4,3.0,1
4926,248,15,14,5,2.0,11
4927,248,27,18,6,1.0,11
4928,248,25,17,7,0.0,11
4929,248,30,23,8,0.0,13
4930,248,17,6,9,0.0,14
4946,249,3,1,1,10.0,1
4947,249,3,2,2,6.0,1
4948,249,6,4,3,4.0,11
4949,249,22,9,4,3.0,11
4950,249,15,11,5,2.0,11
4951,249,27,10,6,1.0,11
4952,249,17,14,7,0.0,11
4953,249,18,12,8,0.0,12
4954,249,18,15,9,0.0,13
4955,249,15,19,10,0.0,13
4956,249,22,3,11,0.0,5
4957,249,30,22,12,0.0,14
4970,250,22,16,1,10.0,1
4971,250,3,8,2,6.0,1
4972,250,27,13,3,4.0,1
4973,250,15,10,4,3.0,1
4974,250,1,6,5,2.0,1
4975,250,17,12,6,1.0,1
4976,250,22,4,7,0.0,1
4977,250,25,11,8,0.0,1
4978,250,27,9,9,0.0,1
4979,250,18,17,10,0.0,1
4980,250,15,14,11,0.0,11
4981,250,29,18,12,0.0,11
4982,250,28,24,13,0.0,12
4983,250,28,22,14,0.0,12
4994,251,22,8,1,10.0,1
4995,251,1,7,2,6.0,1
4996,251,15,10,3,4.0,1
4997,251,1,9,4,3.0,1
4998,251,25,16,5,2.0,11
4999,251,15,14,6,1.0,11
5000,251,29,15,7,0.0,11
5001,251,29,20,8,0.0,11
5002,251,28,23,9,0.0,13
5003,251,25,17,10,0.0,16
5018,252,3,1,1,10.0,1
5019,252,22,3,2,6.0,1
5020,252,3,2,3,4.0,1
5021,252,6,4,4,3.0,1
5022,252,6,7,5,2.0,1
5023,252,15,5,6,1.0,11
5024,252,22,6,7,0.0,11
5025,252,27,9,8,0.0,11
5026,252,1,12,9,0.0,11
5027,252,17,10,10,0.0,11
5028,252,17,8,11,0.0,11
5029,252,15,14,12,0.0,11
5030,252,25,15,13,0.0,12
5031,252,18,18,14,0.0,13
5032,252,29,19,15,0.0,13
5033,252,28,22,16,0.0,15
5034,252,28,23,17,0.0,17
5042,253,22,3,1,10.0,1
5043,253,6,6,2,6.0,1
5044,253,3,1,3,4.0,1
5045,253,17,11,4,3.0,11
5046,253,22,7,5,2.0,11
5047,253,17,5,6,1.0,11
5048,253,27,12,7,0.0,11
5049,253,1,9,8,0.0,12
5050,253,18,16,9,0.0,13
5051,253,25,15,10,0.0,13
5052,253,18,18,11,0.0,13
5053,253,29,17,12,0.0,13
5054,253,28,22,13,0.0,15
5055,253,25,19,14,0.0,16
5056,253,30,24,15,0.0,17
5066,254,22,3,1,10.0,1
5067,254,3,1,2,6.0,1
5068,254,3,2,3,4.0,1
5069,254,6,5,4,3.0,11
5070,254,6,4,5,2.0,11
5071,254,22,7,6,1.0,11
5072,254,15,8,7,0.0,11
5073,254,27,9,8,0.0,12
5074,254,1,10,9,0.0,12
5075,254,1,12,10,0.0,12
5076,254,17,6,11,0.0,12
5077,254,25,18,12,0.0,13
5078,254,18,14,13,0.0,13
5079,254,25,17,14,0.0,13
5080,254,18,16,15,0.0,13
5081,254,28,22,16,0.0,15
5082,254,28,21,17,0.0,16
5090,255,22,1,1,10.0,1
5091,255,1,3,2,6.0,1
5092,255,22,9,3,4.0,1
5093,255,17,7,4,3.0,1
5094,255,27,11,5,2.0,11
5095,255,25,12,6,1.0,11
5096,255,1,23,7,0.0,11
5097,255,15,8,8,0.0,11
5098,255,18,17,9,0.0,12
5099,255,15,15,10,0.0,12
5100,255,18,16,11,0.0,12
5101,255,29,18,12,0.0,12
5114,256,3,1,1,10.0,1
5115,256,27,12,2,6.0,12
5116,256,29,13,3,4.0,12
5117,256,1,10,4,3.0,12
5118,256,25,14,5,2.0,13
5119,256,18,17,6,1.0,13
5120,256,28,21,7,0.0,14
5121,256,30,23,8,0.0,15
5138,257,22,2,1,10.0,1
5139,257,3,4,2,6.0,11
5140,257,6,3,3,4.0,11
5141,257,17,14,4,3.0,11
5142,257,25,10,5,2.0,12
5143,257,15,7,6,1.0,12
5144,257,32,21,7,0.0,12
5145,257,18,15,8,0.0,12
5146,257,33,13,9,0.0,13
5147,257,32,24,10,0.0,13
5148,257,27,19,11,0.0,13
5149,257,31,26,12,0.0,14
5166,258,22,2,1,10.0,1
5167,258,6,5,2,6.0,1
5168,258,17,8,3,4.0,11
5169,258,29,9,4,3.0,11
5170,258,15,11,5,2.0,11
5171,258,33,16,6,1.0,13
5172,258,32,23,7,0.0,13
5173,258,32,24,8,0.0,14
5174,258,27,22,9,0.0,15
5175,258,27,18,10,0.0,15
5176,258,31,26,11,0.0,15
5194,259,22,2,1,10.0,1
5195,259,6,6,2,6.0,1
5196,259,1,8,3,4.0,1
5197,259,15,10,4,3.0,1
5198,259,25,9,5,2.0,11
5199,259,3,4,6,1.0,11
5200,259,15,7,7,0.0,11
5201,259,1,13,8,0.0,11
5202,259,25,12,9,0.0,12
5203,259,32,20,10,0.0,12
5204,259,27,19,11,0.0,12
5205,259,27,17,12,0.0,13
5206,259,29,16,13,0.0,20
5222,260,22,1,1,10.0,1
5223,260,1,8,2,6.0,1
5224,260,6,3,3,4.0,1
5225,260,17,14,4,3.0,11
5226,260,6,5,5,2.0,11
5227,260,18,12,6,1.0,11
5228,260,22,17,7,0.0,11
5229,260,33,18,8,0.0,12
5230,260,27,20,9,0.0,12
5231,260,33,13,10,0.0,13
5232,260,32,19,11,0.0,15
5248,261,3,2,1,10.0,1
5249,261,22,1,2,6.0,1
5250,261,25,11,3,4.0,1
5251,261,6,6,4,3.0,11
5252,261,18,18,5,2.0,11
5253,261,17,13,6,1.0,11
5254,261,27,19,7,0.0,12
5255,261,27,20,8,0.0,13
5256,261,32,23,9,0.0,13
5257,261,31,24,10,0.0,14
5258,261,1,8,11,0.0,7
5275,262,22,1,1,10.0,1
5276,262,3,4,2,6.0,1
5277,262,6,2,3,4.0,1
5278,262,6,3,4,3.0,1
5279,262,3,5,5,2.0,11
5280,262,22,20,6,1.0,11
5281,262,17,6,7,0.0,11
5282,262,32,17,8,0.0,11
5283,262,18,15,9,0.0,11
5284,262,25,13,10,0.0,20
5285,262,18,18,11,0.0,12
5286,262,27,19,12,0.0,12
5287,262,27,24,13,0.0,13
5288,262,31,25,14,0.0,14
5289,262,32,23,15,0.0,17
5302,263,22,3,1,10.0,1
5303,263,3,1,2,6.0,1
5304,263,6,5,3,4.0,1
5305,263,15,10,4,3.0,11
5306,263,18,16,5,2.0,12
5307,263,15,11,6,1.0,12
5308,263,32,19,7,0.0,12
5309,263,29,18,8,0.0,12
5310,263,31,26,9,0.0,14
5311,263,25,17,10,0.0,15
5312,263,33,20,11,0.0,5
5330,264,3,1,1,10.0,1
5331,264,6,4,2,6.0,1
5332,264,1,5,3,4.0,1
5333,264,17,6,4,3.0,1
5334,264,3,7,5,2.0,11
5335,264,25,8,6,1.0,11
5336,264,15,13,7,0.0,11
5337,264,22,10,8,0.0,11
5338,264,29,20,9,0.0,12
5339,264,18,14,10,0.0,12
5340,264,32,21,11,0.0,12
5341,264,27,15,12,0.0,12
5342,264,27,23,13,0.0,12
5343,264,33,24,14,0.0,12
5344,264,31,25,15,0.0,13
5345,264,31,26,16,0.0,13
5358,265,6,1,1,10.0,1
5359,265,27,12,2,6.0,1
5360,265,27,14,3,4.0,1
5361,265,29,17,4,3.0,1
5362,265,29,16,5,2.0,1
5363,265,33,22,6,1.0,1
5364,265,33,24,7,0.0,11
5365,265,3,3,8,0.0,11
5386,266,22,1,1,10.0,1
5387,266,3,2,2,6.0,1
5388,266,22,12,3,4.0,1
5389,266,1,6,4,3.0,10
5390,266,25,11,5,2.0,11
5391,266,27,9,6,1.0,11
5392,266,18,20,7,0.0,12
5393,266,33,21,8,0.0,12
5394,266,33,25,9,0.0,12
5395,266,27,18,10,0.0,12
5396,266,31,23,11,0.0,13
5397,266,6,4,12,0.0,5
5398,266,32,22,13,0.0,15
5399,266,29,16,14,0.0,7
5414,267,3,3,1,10.0,1
5415,267,1,8,2,6.0,1
5416,267,22,6,3,4.0,1
5417,267,3,7,4,3.0,1
5418,267,25,12,5,2.0,11
5419,267,29,14,6,1.0,11
5420,267,27,17,7,0.0,11
5421,267,18,10,8,0.0,11
5422,267,18,18,9,0.0,11
5423,267,27,16,10,0.0,12
5424,267,31,25,11,0.0,12
5425,267,32,20,12,0.0,13
5426,267,17,4,13,0.0,91
5442,268,3,3,1,10.0,1
5443,268,6,2,2,6.0,1
5444,268,1,7,3,4.0,1
5445,268,17,16,4,3.0,1
5446,268,1,15,5,2.0,1
5447,268,3,5,6,1.0,60
5448,268,27,12,7,0.0,11
5449,268,33,24,8,0.0,11
5450,268,22,20,9,0.0,11
5451,268,27,6,10,0.0,12
5470,269,3,2,1,10.0,1
5471,269,3,3,2,6.0,1
5472,269,1,4,3,4.0,1
5473,269,17,8,4,3.0,1
5474,269,22,10,5,2.0,1
5475,269,1,7,6,1.0,1
5476,269,17,13,7,0.0,11
5477,269,29,11,8,0.0,11
5478,269,29,16,9,0.0,11
5479,269,27,21,10,0.0,11
5480,269,32,20,11,0.0,11
5481,269,18,18,12,0.0,12
5482,269,18,19,13,0.0,12
5483,269,33,23,14,0.0,12
5484,269,31,26,15,0.0,14
5485,269,32,25,16,0.0,14
5498,270,22,1,1,10.0,1
5499,270,3,2,2,6.0,1
5500,270,1,9,3,4.0,1
5501,270,17,10,4,3.0,1
5502,270,6,6,5,2.0,11
5503,270,15,4,6,1.0,11
5504,270,25,13,7,0.0,11
5505,270,27,7,8,0.0,11
5506,270,27,11,9,0.0,11
5507,270,6,16,10,0.0,11
5508,270,29,8,11,0.0,11
5509,270,17,5,12,0.0,11
5510,270,25,14,13,0.0,11
5511,270,18,20,14,0.0,12
5512,270,18,17,15,0.0,12
5513,270,32,21,16,0.0,12
5514,270,29,19,17,0.0,13
5515,270,32,22,18,0.0,13
5516,270,31,26,19,0.0,15
5526,271,3,2,1,10.0,1
5527,271,22,1,2,6.0,1
5528,271,6,7,3,4.0,1
5529,271,3,4,4,3.0,1
5530,271,17,6,5,2.0,1
5531,271,15,3,6,1.0,1
5532,271,1,8,7,0.0,1
5533,271,29,18,8,0.0,11
5534,271,33,22,9,0.0,11
5535,271,32,25,10,0.0,11
5536,271,27,19,11,0.0,11
5537,271,31,24,12,0.0,12
5538,271,32,17,13,0.0,12
5554,272,3,1,1,10.0,1
5555,272,6,11,2,6.0,1
5556,272,1,9,3,4.0,1
5557,272,17,5,4,3.0,1
5558,272,27,12,5,2.0,11
5559,272,6,8,6,1.0,11
5560,272,15,10,7,0.0,11
5561,272,29,19,8,0.0,11
5562,272,18,18,9,0.0,12
5563,272,15,17,10,0.0,12
5564,272,27,20,11,0.0,12
5565,272,1,4,12,0.0,23
5582,273,3,1,1,10.0,1
5583,273,1,2,2,6.0,1
5584,273,27,8,3,4.0,11
5585,273,18,13,4,3.0,11
5586,273,15,6,5,2.0,12
5587,273,6,15,6,1.0,5
5588,273,29,22,7,0.0,20
5608,274,1,3,1,10.0,1
5609,274,3,2,2,6.0,1
5610,274,22,4,3,4.0,1
5611,274,32,12,4,3.0,1
5612,274,27,10,5,2.0,1
5613,274,32,15,6,1.0,11
5614,274,33,11,7,0.0,11
5615,274,6,9,8,0.0,11
5616,274,29,18,9,0.0,12
5617,274,33,17,10,0.0,12
5618,274,26,25,11,0.0,13
5619,274,26,21,12,0.0,13
5634,275,1,4,1,10.0,1
5635,275,3,2,2,6.0,1
5636,275,3,1,3,4.0,11
5637,275,32,11,4,3.0,11
5638,275,22,10,5,2.0,12
5639,275,18,20,6,1.0,12
5640,275,18,16,7,0.0,13
5641,275,32,13,8,0.0,14
5642,275,33,17,9,0.0,14
5643,275,17,12,10,0.0,69
5644,275,26,24,11,0.0,16
5660,276,3,1,1,10.0,1
5661,276,22,3,2,6.0,1
5662,276,27,10,3,4.0,11
5663,276,15,16,4,3.0,5
5664,276,33,14,5,2.0,12
5665,276,18,25,6,1.0,12
5666,276,26,24,7,0.0,13
5667,276,32,12,8,0.0,5
5668,276,29,21,9,0.0,17
5686,277,3,1,1,10.0,1
5687,277,1,3,2,6.0,1
5688,277,22,4,3,4.0,1
5689,277,22,5,4,3.0,11
5690,277,1,7,5,2.0,11
5691,277,6,11,6,1.0,12
5692,277,27,12,7,0.0,12
5693,277,18,20,8,0.0,12
5694,277,33,14,9,0.0,12
5695,277,29,19,10,0.0,12
5696,277,17,21,11,0.0,13
5697,277,17,17,12,0.0,13
5698,277,29,16,13,0.0,13
5699,277,32,15,14,0.0,5
5712,278,1,3,1,10.0,1
5713,278,3,4,2,6.0,1
5714,278,6,5,3,4.0,1
5715,278,3,1,4,3.0,11
5716,278,18,17,5,2.0,12
5717,278,27,13,6,1.0,12
5718,278,32,20,7,0.0,12
5719,278,1,9,8,0.0,12
5720,278,17,16,9,0.0,12
5721,278,25,19,10,0.0,12
5722,278,18,25,11,0.0,13
5723,278,33,15,12,0.0,13
5724,278,15,8,13,0.0,14
5725,278,6,7,14,0.0,4
5738,279,3,1,1,10.0,1
5739,279,22,3,2,6.0,1
5740,279,3,2,3,4.0,1
5741,279,6,5,4,3.0,11
5742,279,27,7,5,2.0,11
5743,279,15,9,6,1.0,11
5744,279,15,11,7,0.0,11
5745,279,33,13,8,0.0,11
5746,279,18,17,9,0.0,12
5747,279,32,20,10,0.0,12
5748,279,32,21,11,0.0,12
5749,279,17,24,12,0.0,12
5750,279,29,16,13,0.0,13
5751,279,1,12,14,0.0,13
5752,279,26,25,15,0.0,14
5753,279,29,18,16,0.0,14
5754,279,25,22,17,0.0,15
5755,279,1,8,18,0.0,10
5764,280,3,2,1,10.0,1
5765,280,3,1,2,6.0,1
5766,280,22,7,3,4.0,1
5767,280,1,5,4,3.0,1
5768,280,27,3,5,2.0,1
5769,280,1,16,6,1.0,11
5770,280,17,8,7,0.0,11
5771,280,18,23,8,0.0,11
5772,280,33,10,9,0.0,12
5773,280,22,12,10,0.0,12
5774,280,17,20,11,0.0,12
5775,280,29,13,12,0.0,12
5776,280,29,15,13,0.0,12
5777,280,6,14,14,0.0,12
5778,280,25,25,15,0.0,14
5779,280,33,9,16,0.0,6
5790,281,3,1,1,10.0,1
5791,281,22,3,2,6.0,1
5792,281,22,5,3,4.0,1
5793,281,32,7,4,3.0,1
5794,281,1,4,5,2.0,60
5795,281,29,8,6,1.0,11
5796,281,27,9,7,0.0,11
5797,281,15,16,8,0.0,11
5798,281,6,12,9,0.0,11
5799,281,17,15,10,0.0,11
5800,281,33,24,11,0.0,12
5801,281,18,19,12,0.0,6
5802,281,25,22,13,0.0,14
5803,281,27,6,14,0.0,6
5816,282,3,1,1,10.0,1
5817,282,22,3,2,6.0,1
5818,282,27,5,3,4.0,1
5819,282,1,4,4,3.0,1
5820,282,22,7,5,2.0,1
5821,282,6,9,6,1.0,1
5822,282,6,10,7,0.0,1
5823,282,27,6,8,0.0,11
5824,282,15,14,9,0.0,11
5825,282,32,13,10,0.0,11
5826,282,18,20,11,0.0,11
5827,282,33,23,12,0.0,11
5828,282,17,24,13,0.0,11
5829,282,18,22,14,0.0,11
5830,282,3,2,15,0.0,27
5831,282,26,26,16,0.0,12
5832,282,29,11,17,0.0,13
5842,283,3,2,1,10.0,1
5843,283,22,5,2,6.0,1
5844,283,6,6,3,4.0,1
5845,283,29,9,4,3.0,11
5846,283,27,13,5,2.0,11
5847,283,15,17,6,1.0,11
5848,283,27,12,7,0.0,11
5849,283,33,19,8,0.0,12
5850,283,17,24,9,0.0,12
5851,283,25,23,10,0.0,14
5852,283,25,22,11,0.0,15
5853,283,3,1,12,0.0,17
5868,284,3,2,1,10.0,1
5869,284,22,3,2,6.0,1
5870,284,3,1,3,4.0,1
5871,284,1,5,4,3.0,1
5872,284,32,10,5,2.0,11
5873,284,22,8,6,1.0,11
5874,284,27,11,7,0.0,11
5875,284,1,14,8,0.0,11
5876,284,15,9,9,0.0,11
5877,284,6,16,10,0.0,4
5878,284,27,15,11,0.0,4
5879,284,33,18,12,0.0,12
